1,1,1,0,0.0,97.68636280572181,0.0,0.0
1,1,1,45,0.0,100.16082492410983,0.0,0.0
1,1,1,90,0.0,100.03405798287774,0.0,0.0
1,1,1,135,0.0,99.6334353495399,0.0,0.0
1,1,1,180,0.0,99.53727528748992,0.0,0.0
1,1,1,225,0.0,99.22888825873711,0.0,0.0
1,1,1,270,0.0,0.0,97.94930602276608,0.0
0,1,1,270,94.05869918305656,0.0,0.0,0.0
0,1,1,225,99.33206310869308,0.0,0.0,0.0
0,1,1,180,99.43596425687142,0.0,0.0,0.0
0,1,1,135,98.5692757730402,0.0,0.0,0.0
0,1,1,90,99.72325951190092,0.0,0.0,0.0
0,1,1,45,95.91771296253224,0.0,0.0,0.0
0,1,1,0,0.0,0.0,0.0,93.10341932830823
-1,1,1,0,0.0,72.02089416364765,0.0,0.0
-1,1,1,45,0.0,99.72930462701741,0.0,0.0
-1,1,1,90,0.0,0.0,99.26259491145235,0.0
1,1,0,0,0.0,87.76545710174082,0.0,0.0
1,1,0,45,0.0,90.27659567899097,0.0,0.0
1,1,0,90,0.0,83.28559981925892,0.0,0.0
1,1,0,135,0.0,97.20545689154271,0.0,0.0
1,1,0,180,0.0,96.98664390235385,0.0,0.0
1,1,0,225,0.0,96.5363596705331,0.0,0.0
1,1,0,270,0.0,0.0,94.17728146901855,0.0
0,1,0,270,88.74020906008705,0.0,0.0,0.0
0,1,0,225,85.38131285467188,0.0,0.0,0.0
0,1,0,180,92.50790295898682,0.0,0.0,0.0
0,1,0,135,90.81580675383984,0.0,0.0,0.0
0,1,0,90,90.31104778293864,0.0,0.0,0.0
0,1,0,45,89.03228537796016,0.0,0.0,0.0
0,1,0,0,0.0,0.0,89.5844213617109,0.0
-1,-1,0,0,0.0,82.94291401954744,0.0,0.0
-1,-1,0,45,0.0,85.65350273420148,0.0,0.0
-1,-1,0,90,0.0,0.0,83.07689115803817,0.0
-1,1,0,0,0.0,95.98738762132506,0.0,0.0
-1,1,0,45,0.0,95.6471681172468,0.0,0.0
-1,1,0,90,0.0,0.0,96.7427479543084,0.0
1,-1,0,0,0.0,61.50682986206216,0.0,0.0
1,-1,0,45,0.0,57.823161280874025,0.0,0.0
1,-1,0,90,0.0,52.384147842255786,0.0,0.0
1,-1,0,135,0.0,85.20657393828373,0.0,0.0
1,-1,0,180,0.0,84.96655686500854,0.0,0.0
1,-1,0,225,0.0,85.22766094631248,0.0,0.0
1,-1,0,270,0.0,0.0,80.31208034743544,0.0
0,-1,0,270,-0.04032490584720611,35.52756194287956,0.0,0.0
0,-1,0,225,61.710425146815716,0.0,0.0,0.0
0,-1,0,180,0.0,28.52207650120328,-1.08101012398896,-1.0
-1,1,1,180,97.14450115548318,0.0,0.0,0.0
-1,1,1,135,97.72627172614389,0.0,0.0,0.0
0,-1,0,0,0.0,43.01798949474092,0.0,0.0
0,-1,0,45,0.0,34.87465757964487,0.0,0.0
0,-1,0,90,0.0,26.13312060666641,0.0,0.0
0,-1,0,135,0.0,16.272719899157618,0.0,0.0
-1,-1,1,180,78.01066945079509,0.0,0.0,0.0
-1,-1,1,135,77.74737757113077,0.0,0.0,0.0
-1,-1,1,90,0.0,0.0,79.74422224108456,0.0
0,-1,1,90,0.0,58.189204766685926,0.0,0.0
0,-1,1,135,0.0,20.646693635095392,0.0,0.0
0,-1,1,180,0.0,0.0,0.0,8.51420923476824
-1,-1,0,180,84.17568802255434,0.0,0.0,0.0
-1,-1,0,135,80.53180904680943,0.0,0.0,0.0
1,-1,1,180,0.0,84.40649898654405,0.0,0.0
1,-1,1,225,0.0,86.75045336800869,0.0,0.0
1,-1,1,270,0.0,0.0,89.22184757203689,0.0
0,-1,1,270,74.65476221026638,0.0,0.0,0.0
0,-1,1,225,75.87188734669124,0.0,0.0,0.0
-1,-1,1,0,0.0,79.23728881687401,0.0,0.0
-1,-1,1,45,0.0,75.12443769736858,0.0,0.0
-1,1,0,180,95.54202795291727,0.0,0.0,0.0
-1,1,0,135,95.20190754121377,0.0,0.0,0.0
0,-1,1,0,0.0,53.654075305082195,0.0,0.0
1,-1,1,45,47.3632380955208,33.19386415889515,-1.9900000000000002,-1.9900000000000002
-1,1,1,225,98.53022832219472,0.0,0.0,0.0
1,-1,1,0,72.68025245189538,43.736743110715786,0.0,-1.0
0,-1,1,45,0.0,56.823420839336414,0.0,0.0
1,-1,1,90,31.404661723427814,37.3671955503033,-2.9701000000000004,-2.9701000000000004
1,-1,1,135,0.0,63.604904387986714,0.0,0.0
