-1,-1,1,270,-0.08112597462008653,48.578427092872346,-1.9563294342627153,-1.0
-1,-1,1,225,48.66648014408906,0.0,0.0,0.0
-1,1,1,270,72.09106010410119,0.0,0.0,0.0
0,1,1,315,90.53330653245277,0.0,0.0,0.0
-1,1,1,315,67.8905618197172,0.0,0.0,0.0
1,1,0,315,89.77129791953088,0.0,0.0,0.0
0,1,0,315,75.7521310109543,79.49863562880296,0.0,0.0
-1,1,0,315,26.68914599370823,82.84482329587496,-2.962,-2.8810000000000002
-1,1,0,225,106.56907462775624,0.0,0.0,0.0
-1,1,0,270,85.42207078830914,-1.0704539035767762,0.0,0.0
-1,-1,0,225,8.642451536810835,42.4347566217907,-9.479676959135066,-9.408385237652814
1,1,1,315,101.11465816516395,0.0,0.0,0.0
-1,0,0,180,83.0807420896089,0.0,0.0,0.0
-1,0,0,90,0.0,0.0,76.11205335736304,0.0
1,-1,0,315,71.66852707119887,0.0,0.0,0.0
1,-1,1,315,74.3793014193831,0.0,0.0,1.0
0,-1,1,315,27.22012531839223,0.0,73.21804366984405,0.0
-1,-1,1,315,0.0,78.05281553392469,0.0,0.0
-1,-1,0,270,17.528392819781505,-1.9900000000000002,-1.9900000000000002,93.96342784554392
-1,-1,0,315,36.973779062522674,49.74881678463859,-1.223534550143353,-1.9
0,-1,0,315,8.960180046442174,0.0,47.89055453188331,0.0
1,0,0,0,0.0,17.5546870816044,75.59057855711532,0.0
-1,0,0,0,0.0,0.0,45.53459501837844,0.0
1,0,0,90,0.0,8.716877288840418,0.0,0.0
1,0,0,180,0.0,17.13099239706216,0.0,0.0
1,0,0,270,0.0,0.0,13.994164535871148,0.0

