47,153.22687004509572,257.4352511177391
42,91.71238670020882,251.81379009192634
37,153.50634489054897,227.44569284553307
32,140.0094360759416,203.8632888068122
27,149.45323042411272,163.2376979279351
22,127.83749573797263,148.98895302758677
17,118.89225634767985,143.01567355661598
12,120.98400700386371,168.06313319543858
7,46.77013921546127,127.0659461613379
2,88.9801232552645,98.93943568795576
-3,119.61496832208701,61.530151866927085
-95,187.32205345957985,24.78981974874103
-90,225.10894550231896,0.0
-85,267.6559458990814,21.13138008198978
-80,287.65774751526186,0.0
-75,302.41959759761016,40.045506461107536
-70,305.32292528184985,55.61414189213376
-65,301.8831446336034,75.72396312132003
-60,303.64125980570276,139.32319507447465
-55,287.2292731025585,128.01786276600734
-50,281.23659380471435,99.00512012787271
-45,257.4457483114415,87.85663504395222
-40,235.78183615952568,142.82266658677835
-35,221.6160070647273,109.4389940398271
-30,201.1366950268415,120.22789807312104
-25,155.3840098562431,123.48058527874194
-20,119.43619672535229,123.5296270885675
-15,169.79865378053725,118.08801761272208
-10,152.75733230995172,118.14201520730755
-5,107.26698556826442,99.35642868558237
0,71.6114932495865,90.71484611698783
-1,118.92215706655271,115.10572127919836
3,102.1030696147566,123.33354966062463
-27,200.2154878355036,91.40747105728113
-22,173.41837369698925,87.23098673332173
-17,143.86374333030872,139.22116623801213
61,29.109013387922154,216.52835691798393
56,23.36777903371582,235.09419394659605
51,73.75448716724995,234.8814446174686
46,71.78828324659432,215.09011463248478
41,73.85189408133196,212.1599793493113
36,128.33206017584084,217.15540572504838
31,92.62862160069835,225.05762410032318
26,134.00604081778826,167.54296247310413
21,123.1961112509689,188.86252155950314
16,111.03834937870366,182.52113729042193
11,119.4578551182546,157.27287251838774
6,115.54197427223404,146.7187474646785
1,97.30771121082965,137.36488195183546
-8,147.00282761802552,112.54190693836165
4,119.3848995241527,115.44854831472048
-6,139.32179930993996,126.27490465221112
8,120.75341293118096,151.53351528327596
-29,176.02256659484368,63.13763408194585
-24,126.46735490630388,109.25861055743847
-19,141.72693025921433,96.51215922979397
-14,135.1941757393465,106.44863252468457
-2,64.48047507756716,97.93496737588825
-4,107.13103787383545,94.31488733398439
-9,133.6198233640295,94.45573954098978
-7,123.2591353450364,117.78132486345994
-12,151.51579238625692,87.79485268155234
9,116.53075097884111,159.13285412031428
-32,197.39714791323712,89.12064418938111
10,64.06632014548691,131.92844532710237
5,73.82712144266462,85.21946126960023
13,108.64232807592509,177.8924979922878
-11,156.11390017025357,104.03583805224325
57,85.63571196496481,268.621353673615
52,99.01316503782799,266.3710644065201
-16,168.66607753456853,135.52860385693282
-13,147.75565604935156,91.89367127276915
-18,147.72554840206314,51.025469344479426
24,134.11182701706625,211.9997429594604
19,119.78704439290061,197.00366046323552
14,121.07809423195638,190.65118648097172
-64,135.24119895872212,26.51261260574526
